"","AF293_Azole_1","AF293_Azole_2","AF293_Azole_3","AF293_GMM_1","AF293_GMM_2","AF293_GMM_3","CEA10_Azole_1","CEA10_Azole_2","CEA10_Azole_3","CEA10_GMM_1","CEA10_GMM_2","CEA10_GMM_3"
"AFUB_000010-T",0.0946136572134933,0.0290957876720411,0.131066413271624,0,0,0.107540849907991,6.43148520494122,6.73597875694956,12.5751645626867,3.61188116773624,2.77939582892259,5.99726052084512
"AFUB_000020-T",0.220765200164818,0.0436436815080616,0.163833016589531,0.072008722414237,0.0344688363034918,0.197158224831316,19.203228874328,15.9354011735835,28.4260594021948,7.5549828792387,5.16842707513134,7.28736888870133
"AFUB_000030-T",0.0157689428689155,0.0290957876720411,0.0327666033179061,0.072008722414237,0.0344688363034918,0.125464324892656,6.55312085893538,11.7206030370922,13.2121121165131,2.66553675697566,2.35780207959164,2.91146077610795
"AFUB_000040-T",0.0630757714756622,0.116383150688164,0.262132826543249,0.072008722414237,0.137875345213967,0.286775599754642,42.1771630224751,44.9386011356492,37.9256772049769,13.1226424958802,13.2880103955794,14.714208952306
"AFUB_000050-T",0.0315378857378311,0.0872873630161232,0.0982998099537184,0.0360043612071185,0,0,18.1693258153777,15.5119967945753,4.5132283813984,0.599351460148373,0.780729165427695,0.0348677937258437
"AFUB_000060-T",0.126151542951324,0.116383150688164,0.262132826543249,0,0.0344688363034918,0.0358469499693303,26.6686171382196,39.2226420190377,11.283070953496,0.473172205380294,0.468437499256617,0.383545730984281
"AFUB_000080-T",0,0,0,0,0,0,0,0,0,0.283903323228176,0,0
"AFUB_000090-T",0,0,0,0,0,0,0.334498048483941,0,0,0,0,0
"AFUB_000100-T",0,0,0,0,0,0.0358469499693303,1.29237882368795,0.0769826143651378,0,1.68764753252305,3.45082291119041,0.383545730984281
"AFUB_000110-T",1.35612908672674,1.29476255140583,1.26151422773939,0.270032709053389,0.448094871945394,1.86404139840517,185.889688216575,229.215734272198,215.160883682554,211.302934515993,190.060708031718,185.967377836787
"AFUB_000120-T",0.14192048582024,0.145478938360205,0.131066413271624,0,0.0172344181517459,0.125464324892656,10.810368748731,17.0708947354693,17.8891270117525,16.8291581046925,14.4747187270295,19.7351712488275
"AFUB_000130-T",0,0,0,0,0,0,0,0,0,0.157724068460098,0,0
"AFUB_000140-T",0,0,0,0,0,0,1.09472088594744,0,0.545955046136903,0.630896273840392,0.312291666171078,1.60391851138881
"AFUB_000150-T",0,0,0,0,0,0,1.30758328043722,0,0,0.283903323228176,0.35913541609674,1.63878630511465
"AFUB_000160-T",0.315378857378311,0.0290957876720411,0.458732446450686,0.432052334485422,0,0,1.15553871294452,0,3.09374526144245,0.567806646456353,0.687041665576371,0
"AFUB_000170-T",0,0,0,0,0,0,0.21286239448978,0,0,0,0.468437499256617,0.348677937258437
"AFUB_000180-T",0.756909257707946,1.07654414386552,0.327666033179061,0.900109030177963,0.206813017820951,0.286775599754642,0.0608178269970801,0,2.47499620915396,1.16715810660473,0.577739582416494,0.801959255694405
"AFUB_000190-T",1.79765948705637,0.0290957876720411,0.294899429861155,0.396047973278304,3.01602317655553,3.97901144659566,1.17074316969379,0,2.69337822760872,2.22390936528738,1.78006249717514,1.3598439553079
"AFUB_000200-T",0,0.0145478938360205,0.491499049768592,1.00812211379932,1.24087810692571,0.573551199509284,1.61167241542262,0,0.0363970030757935,0.599351460148373,0.249833332936862,0
"AFUB_000210-T",1.13536388656192,0.421888921244595,0.950231496219278,1.69220497673457,0.827252071283804,0.824479849294596,0.577769356472261,0,0,0.0946344410760588,0.0312291666171078,0
"AFUB_000220-T",0.28384097164048,0.349149452064493,0.0327666033179061,0.540065418106778,1.10300276171174,0.358469499693303,0,0,1.00091758458432,0,0,0.767091461968561
"AFUB_000230-T",0,0.0581915753440821,0,0,1.41322228844316,1.03956154911058,5.23033312174889,4.34951771163029,0.145588012303174,1.26179254768078,0.499666665873725,0
"AFUB_000240-T",13.1986051812823,14.2714838531361,7.48716885814155,10.7292996397213,7.8071914227409,13.8906931131155,12.2852010534102,14.9153815332454,16.6152319040998,10.5675125868266,14.2404999774012,9.95475510872838
"AFUB_000250-T",1.00921234361059,1.25111886989777,0.819165082947653,1.29615700345627,0.361922781186664,1.57726579865053,0.0456133702478101,2.19400450940643,0.0727940061515871,0.883254783376549,0.452822915948063,1.53418292393712
"AFUB_000260-T",5.51913000412044,2.88048297953206,6.24203793206112,16.6880214194994,18.4063585860646,32.4414897222439,5.89932921871677,0.192456535912844,3.63970030757935,24.100237660703,11.867083314501,13.2846294095464
"AFUB_000270-T",77.4097405435064,117.474242725866,102.543085083387,101.046239727778,129.80963751895,117.255373349679,37.2813279492101,39.10716809749,9.99097734430533,24.2737341360091,16.5826874736842,20.0489813923601
"AFUB_000280-T",7.0014106337985,10.2271693667224,12.4349259591454,23.3488282428163,30.9702494186874,19.375276458423,17.2114450401737,21.9592907476556,8.29851670128093,30.4407452127989,22.5630728808604,32.4444820618976
"AFUB_000290-T",23.3064975602572,17.2828978771924,21.4948917765464,37.2825160299712,39.5185208219534,37.2808279681035,40.8847841987871,84.238225769052,44.2951527432407,61.8751520568965,65.3001873963724,56.3289207641005
"AFUB_000300-T",58.2189370720362,48.8372796075209,43.1208499663645,112.945681106731,126.311050634146,124.586074618407,158.369621500397,125.597135336722,155.83376866901,208.700487386402,225.958635058083,227.878465895252
"AFUB_000310-T",49.5933253227394,41.5633326895106,44.9557797521672,80.0736993246315,71.5745385842008,73.1994718373724,30.3785045850415,17.5520360752514,9.88178633507795,45.030221545358,44.9699999286352,34.3099090262302
"AFUB_000320-T",3.27994011673443,1.65845989730634,2.62132826543249,3.04236852200151,3.55029013925966,8.29856891789995,1.55085458842554,5.21557212323809,5.38675645521744,4.14814300050058,4.43454165962931,3.97492848474618
"AFUB_000330-T",1.35612908672674,0.436436815080616,0.884698289583465,2.77233581294812,1.82684832408507,0.788632899325266,0.729813923964961,0,3.56690630142777,1.64033031198502,3.15414582832789,2.16180321100231
"AFUB_000340-T",18.3077426708109,20.9635150177056,33.2581023676747,12.7815482285271,11.0989652897244,15.8264284114593,54.7664532108707,44.9193554820579,42.2751190725342,9.99970594037022,9.83718748438895,7.40940616674179
"AFUB_000350-T",6.92256591945392,4.27708078779004,5.58670586570299,6.73281554573116,7.20398678742979,9.69659996670383,6.38587183469341,6.9284352928624,2.87536324298769,8.50132728999928,6.27706249003866,8.00215866008113
"AFUB_000360-T",3.62685685985057,6.28469013716087,0.753631876311841,2.16026167242711,1.86131716038856,1.93573529834383,6.59873422918319,7.73675274369635,9.71799982123687,5.01562537703112,2.4046458295173,2.66738622002704
"AFUB_000370-T",0.536144057543128,0.82922994865317,0.982998099537184,1.08013083621356,0.0344688363034918,1.43387799877321,2.61516656087445,0,2.43859920607817,0.220813695844137,0.624583332342156,0.540450802750577
"AFUB_000380-T",132.427582213153,127.264975277508,37.4849941956846,80.3617342142885,167.621950943881,73.0023136125411,9.6396255790372,26.655230223929,31.7745836851678,22.1444592117978,14.630864560115,18.2532900154792
"AFUB_000390-T",72.7105955685696,78.3404083069705,56.7026070416365,76.9413198996123,82.1220024930693,57.3909669008977,14.0641224930748,27.9831803217276,30.8646586082729,31.1031863003313,27.4192082898206,29.672492460693
"AFUB_000400-T",25.2460775331338,27.7137377576191,24.083453438661,48.1378309339174,44.4647988315045,37.7109913677354,25.7259408197649,52.1749668859721,45.7510328662725,32.159937559014,32.8843124478145,32.9500650709223
"AFUB_000410-T",108.853012624124,93.4847657902679,76.2315026191086,153.468589645343,170.551802029678,143.674575477076,231.594285204881,279.408398838268,230.283838460546,222.201667646586,228.831718386857,252.129016431576
"AFUB_000420-T",158.130959089485,147.2537814082,189.603950099064,183.982285768376,226.460254513941,175.775519174611,128.614499642075,118.014347821756,98.544885827711,202.139166138462,161.876385159778,191.284716379979
"AFUB_000430-T",142.740470849423,153.538471545361,155.035183598673,186.376575788649,169.345392759055,168.158042306128,146.00839816324,81.1396755408552,144.732682730893,181.524630390727,157.816593499554,194.422817815304
"AFUB_000440-T",103.113117419839,95.652401971835,114.207995864562,114.817907889501,120.813271243739,129.837652788914,121.757289648154,52.9255473760322,84.9870021819779,114.570763329415,107.927999828725,116.964014053343
"AFUB_000450-T",153.069128428563,171.650599371206,177.005191123329,119.804511916687,152.645241570014,109.745437331105,196.350354460073,201.694449636661,184.096041557364,90.5020704824042,93.8124165177918,91.2315822836701
