"","AF293_Azole_1","AF293_Azole_2","AF293_Azole_3","AF293_GMM_1","AF293_GMM_2","AF293_GMM_3"
"AFUB_000010-T",0.0943227834375499,0.0292907009795764,0.131466872606594,0,0,0.108110507168277
"AFUB_000020-T",0.220086494687616,0.0439360514693647,0.164333590758243,0.0722838408991913,0.0339800939058487,0.198202596475174
"AFUB_000030-T",0.0157204639062583,0.0292907009795764,0.0328667181516485,0.0722838408991913,0.0339800939058487,0.126128925029656
"AFUB_000040-T",0.0628818556250332,0.117162803918306,0.262933745213188,0.0722838408991913,0.135920375623395,0.288294685782072
"AFUB_000050-T",0.0314409278125166,0.0878721029387293,0.0986001544549456,0.0361419204495957,0,0
"AFUB_000060-T",0.125763711250066,0.117162803918306,0.262933745213188,0,0.0339800939058487,0.036036835722759
"AFUB_000100-T",0,0,0,0,0,0.036036835722759
"AFUB_000110-T",1.35195989593821,1.30343619359115,1.26536864883847,0.271064403371968,0.441741220776033,1.87391545758347
"AFUB_000120-T",0.141484175156325,0.146453504897882,0.131466872606594,0,0.0169900469529244,0.126128925029656
"AFUB_000160-T",0.314409278125166,0.0292907009795764,0.46013405412308,0.433703045395148,0,0
"AFUB_000180-T",0.754582267500399,1.08375593624433,0.328667181516485,0.903548011239892,0.203880563435092,0.288294685782072
"AFUB_000190-T",1.79213288531345,0.0292907009795764,0.295800463364837,0.397561124945552,2.97325821676176,4.00008876522625
"AFUB_000200-T",0,0.0146453504897882,0.493000772274728,1.01197377258868,1.22328338061055,0.576589371564144
"AFUB_000210-T",1.1318734012506,0.424715164203858,0.953134826397808,1.698670261131,0.815522253740369,0.828847221623456
"AFUB_000220-T",0.28296835031265,0.351488411754917,0.0328667181516485,0.542128806743935,1.08736300498716,0.36036835722759
"AFUB_000230-T",0,0.0585814019591529,0,0,1.3931838501398,1.04506823596001
"AFUB_000240-T",13.1580282895382,14.3670888304822,7.51004509765169,10.7702922939795,7.69649126967473,13.9642738425691
"AFUB_000250-T",1.00610969000053,1.25950014212179,0.821667953791213,1.30110913618544,0.356790986011411,1.5856207718014
