"","AF293_Azole_1","AF293_Azole_2","AF293_Azole_3","CEA10_Azole_1","CEA10_Azole_2","CEA10_Azole_3"
"AFUB_000380-T",130.656076745878,125.84335566705,36.8772928347269,9.3181583529111,26.3578536544017,31.1518285430267
"AFUB_000390-T",71.7379340170567,77.4653029569117,55.7833524916913,13.5951048524334,27.6709886018051,30.2597372330889
"AFUB_000400-T",24.9083566170696,27.4041600989632,23.6930159383953,24.8680188219646,51.5928817740671,44.8543510636707
"AFUB_000410-T",107.396868037246,92.4404896566601,74.995648409084,223.870959040287,276.291205310183,225.770468719049
"AFUB_000420-T",156.015615337897,145.608875864412,186.530117996632,124.325396699172,116.697731847502,96.6134888662597
"AFUB_000430-T",140.831008180958,151.82336256402,152.52177539118,141.139234484235,80.2344483804746,141.896043758701
"AFUB_000440-T",101.733756351666,94.5839121525895,112.356472181329,117.696864495445,52.335088483469,83.321328348187
"AFUB_000450-T",151.021497615174,169.733167983027,174.135608298247,189.802361150621,199.444264475184,180.487913826608
"AFUB_000460-T",52.9594290596532,57.3689188843387,52.0118111790488,43.8570733834175,36.9390569986957,73.7224258532567
"AFUB_000470-T",129.286972821891,138.502495240324,92.128761295148,12.6985628027053,30.6398154394128,35.0770303067528
"AFUB_000480-T",3.82726778750725,2.97777487689521,1.28941583338206,0,0,1.96260088186308
"AFUB_000490-T",1.493567917076,0.748040065693483,0.580237125021926,0,0,3.46131428255852
"AFUB_000500-T",187.629469582673,232.295211169584,215.687033528984,230.999203206157,257.108016513333,288.662906069661
"AFUB_000510-T",92.4923048647587,86.7582622345654,97.3186600245108,105.997725617027,109.389850401084,124.821416086492
"AFUB_000520-T",18.0006050005931,7.43724449929867,17.4554668444096,21.311245444355,23.1796864628601,14.4518792209918
"AFUB_000530-T",47.5608033593889,54.6788517250179,54.5906428458129,79.557083855375,50.7174584757981,63.6061103985625
"AFUB_000540-T",58.5603087486882,58.4478228252428,62.3432555440225,70.5769659474434,65.9231805479042,82.8395990408206
"AFUB_000550-T",34.725454072017,40.7681835802949,41.6158960224059,58.0841668938559,43.6379483245798,47.5663086458815
"AFUB_000560-T",23.072512718997,27.0445254519952,25.0307848655292,34.0392030683629,39.203739009435,20.482416476171
"AFUB_000570-T",90.1897209925998,89.6497247961883,79.5247215238384,100.691960371915,168.63317056437,160.415859353008
"AFUB_000580-T",82.6440914115388,92.4261042707814,90.9360516492696,113.50810245983,104.898548262139,132.796712397335
"AFUB_000590-T",22.8547007310901,21.1321318558409,22.1295992404196,24.8533214113134,20.1537668014522,17.7526170677615
"AFUB_000600-T",16.5381530817895,21.1752880134771,25.8850228551448,16.0789672524996,16.4237023131759,27.1017339959092
"AFUB_000610-T",93.2702048215691,56.6784203621601,85.6816821282378,97.1057921730026,75.0960942384613,70.3681625278907
"AFUB_000620-T",134.343322541159,114.421359279346,112.614355348005,121.929718763013,149.697384003988,120.610745103586
"AFUB_000630-T",765.453557501451,623.275613967338,919.546901576415,741.366788071832,569.919598114344,493.540596309968
"AFUB_000640-T",5.46085769680913,5.63907126445857,6.88225701067673,3.32161480718913,9.13485180802368,5.53096612161413
"AFUB_000650-T",46.8606933982596,32.669211330575,54.9291145020757,40.9175912531617,11.3995338187629,33.82810247284
"AFUB_000660-T",86.6269391904081,73.2503848944465,141.287739942839,67.7844579237003,30.5827226156126,54.7208809515824
"AFUB_000670-T",3.79615178923484,2.51744252877615,5.30272261478371,6.05533318832709,13.7213086533022,5.85211899319172
"AFUB_000690-T",52.7727330700187,43.4150945819795,77.397185398758,163.229442693108,183.743737930143,111.51141374222
"AFUB_000700-T",17.1137990498292,9.45119852231959,10.2347381774701,25.0590851604313,17.0326924337108,8.81386214218509
"AFUB_000710-T",11.1084113832528,8.22844072262832,8.47790910448703,6.65792702502954,7.23175768135208,7.08320500090584
"AFUB_000720-T",12.2285873210598,13.9394389164805,19.9214746257528,10.258792634593,11.1140696997621,3.99656906852118
"AFUB_000730-T",11.0772953849803,12.5009003286084,12.3461566046332,10.0530288854751,10.9998840521618,9.8486880617129
"AFUB_000740-T",4.49626175036421,6.73236059124135,5.35107570853554,2.39567793615853,0.038061882533432,4.13930367811122
"AFUB_000750-T",15.0912591621221,9.14910541886645,18.825471167378,55.9089501174666,24.2834810563296,33.4355822964673
"AFUB_000760-T",10.1126994385354,8.11335763559855,15.1667537401565,36.6553421642907,14.273205950037,11.2225086790171
"AFUB_000770-T",112.033151779836,98.2378001657846,125.992044619344,266.581634392905,252.864116610855,227.875804210502
"AFUB_000780-T",17.0671250524206,8.67438768486866,19.4862967819864,27.6017372031026,26.871689068603,38.2885590225288
"AFUB_000790-T",18.2806489850448,20.4128625619049,16.6495819485458,30.4383374587995,29.1934639031423,43.159377574789
"AFUB_000800-T",55.4020349240379,54.002738588718,68.9837470859401,151.221658191013,128.515946374133,117.363532735412
"AFUB_000810-T",67.1483242718753,50.6653290648548,68.8225701067673,176.736363081634,108.971169693216,89.084238210385
"AFUB_000820-T",59.3226507063624,40.3366220039332,58.7328912105527,141.976986891358,63.924931714899,107.621895630892
"AFUB_000830-T",40.8864217299555,33.9926668314173,40.8261288244594,75.7504544966937,39.0134295967678,66.7641136357421
"AFUB_000840-T",13.815503232953,19.5065832515455,14.2158095630372,10.4939512050134,11.3805028774962,16.7891584530287
"AFUB_000850-T",7.93457955946626,8.87578308717076,6.49543226066212,8.78905156946504,11.0950387584954,7.74335257025978
"AFUB_000860-T",10.4238594212596,10.6739563220109,8.63908608365979,10.8319916499929,8.75423298268936,24.5503528494872
"AFUB_000870-T",2.78488184538129,2.05711018065708,2.35318389592226,0,0,0
"AFUB_000880-T",34.1186921057049,31.7629320202156,37.5542361472524,60.1271069743838,20.172797742719,42.8917501818076
"AFUB_000890-T",1.07350194039838,1.76940246308266,1.38612202088571,0.308645623676866,0.057092823800148,0.892091309937763
"AFUB_000900-T",57.4401328108812,50.7804121518846,48.4820353351654,37.2138437690393,30.2021037902783,40.9469911261433
"AFUB_000910-T",0.809015955082834,0.460332348119067,0.580237125021926,79.5276890340725,94.7931184495124,85.069827315665
"AFUB_000920-T",3.37608581255721,4.86226042700764,7.05955168776677,2.58674427462516,0.076123765066864,3.10447775858341
"AFUB_000930-T",21.2211108217882,24.5558536949765,20.0342985111737,16.9608118915764,24.6640998816639,22.230915443649
"AFUB_000940-T",19.5875209124863,18.5427623976712,15.4407546047501,7.67204835996781,3.00688872014113,5.85211899319172
"AFUB_000950-T",5.83424967607813,6.44465287366693,4.09389527098803,1.33746436926642,2.41692954087293,1.64144801028548
"AFUB_000960-T",23.6792746853091,19.2476463057285,15.7792262610129,19.3270950064323,25.1779352958653,23.7117870181457
"AFUB_000970-T",7.0788896069748,9.22103234826006,6.59213844816577,9.45043504877261,13.8545252421692,6.56579204114193
"AFUB_000980-T",170.966852507794,154.125024304615,267.827786291371,42.2697530330794,20.2108596252524,15.8078580120972
"AFUB_000990-T",17.1293570489654,16.5575791464077,23.2578380946289,8.43631371383434,7.47915991781939,9.24206597095522
"AFUB_001000-T",6.23875765361955,2.50305714289743,7.01119859401494,4.8354481042709,7.25078862261879,4.69240029027263
"AFUB_001010-T",0.653435963720751,0.388405418725463,0.660825614608305,0.338040444979425,0,0
"AFUB_001020-T",1.33798792571392,0.791196223329646,2.54659627092956,1.01412133493827,2.51208424720651,0.0178418261987552
"AFUB_001030-T",1.13573393694321,1.51046551726569,1.77294677090033,1.60201776098945,0,0
"AFUB_001040-T",4.38735575641075,4.33000114949497,5.5767234793774,2.73371838113796,1.37022777120355,0.428203828770126
"AFUB_001050-T",442.236125446722,430.036725458481,392.659356660671,397.226917672127,408.89880405666,421.316883857407
"AFUB_001060-T",60.0072026683556,79.3641738929029,63.3264351169763,55.7325811896512,63.1636940642304,107.461319195103
"AFUB_001070-T",249.550306144782,239.919465685306,216.460683029013,139.507821901943,143.911977858906,133.599594576279
"AFUB_001080-T",68.2373842114098,63.0943024640696,64.7609102316139,48.7366137196423,34.3698799276891,44.4975145396956
"AFUB_001100-T",92.2744928768517,83.6222481130042,54.8807614083238,85.7593911502149,70.9092871597838,66.1574915449845
"AFUB_001110-T",20.5832328572036,16.5288083746502,17.5521730319133,19.8708992005297,10.3908939316269,14.1307263494142
"AFUB_001120-T",11.4506873642493,9.49435467995575,11.5886248025212,12.419312000331,17.5465278479121,5.24549690243404
"AFUB_001130-T",4.40291375554696,1.82694400659755,3.69095282305614,4.23285426756845,7.91687156695385,8.17155639902991
"AFUB_001140-T",13.4732272519564,20.8588095241452,13.7000432296844,19.9884784857399,11.0760078172287,5.65585890500541
"AFUB_001150-T",20.3187468718881,12.213192611034,26.7392608447604,23.5893440953033,16.3285476068423,25.6565460738101
"AFUB_001160-T",23.9904346680333,25.1744252877615,18.7287649798744,13.5804074417821,23.8648003484619,45.7642841998072
"AFUB_001170-T",5.32083570458326,6.51657980306054,9.67061875036543,5.55562122618359,5.86152991014853,2.42648836303071
"AFUB_001180-T",7.14112160351963,12.6735249591531,5.31884031270099,5.45273935162463,1.17991835853639,14.7195066139731
"AFUB_001190-T",309.277464828686,252.463522171551,282.639950677347,356.353418650919,368.324837276021,361.564607917775
"AFUB_001200-T",1299.03069587685,1462.97935848003,1517.86808366152,1528.32494398393,1625.09013664741,1695.88342201789
"AFUB_001210-T",10.9217153936183,9.33611543528982,7.86543658363055,6.09942542028092,10.2386464014932,17.5920406319727
"AFUB_001220-T",31.4738322525495,29.4612702796203,35.1204637617438,225.384792337369,195.504859632973,151.601997210823
"AFUB_001230-T",257.873835682653,310.896959610915,238.219575217335,141.888802427451,220.416361751105,252.461840712387
"AFUB_001240-T",0.155579991362084,0,0,0,0,0
"AFUB_001250-T",27.3820784797267,20.7581118229942,23.9831345009063,10.2734900452443,17.223001846378,15.379654183327
"AFUB_001260-T",358.876366074918,305.77576223809,339.116364179481,337.437851142722,332.223141693061,320.885244184613
"AFUB_001270-T",0.124463993089667,0,0.290118562510963,0,0,0
"AFUB_001280-T",25.5306765825179,29.3461871925905,7.57531802111959,5.05590926404009,5.44284920228078,12.5784874701225
"AFUB_001290-T",77.7588796827693,84.6867666680296,83.4413221177364,51.5585165646879,82.156573448413,74.1506296820268
"AFUB_001300-T",6.93886761474892,3.32302413798451,4.41624922933355,2.82190284504563,1.48441341880385,1.0348259195278
"AFUB_001310-T",106.727874074389,94.713380625498,104.442682503947,225.487674211928,271.552500934771,281.36559915437
"AFUB_001320-T",135.027874503152,136.373458130274,129.699115140318,146.680158299768,129.067843670868,179.577980690472
"AFUB_001330-T",244.929580401328,248.9822587889,279.964412823079,302.766659416354,265.329383140554,311.571810908863
"AFUB_001340-T",240.091042669967,250.909900496649,242.200646602902,238.832923083289,186.579348178884,231.586904059843
"AFUB_001350-T",1.38466192312254,1.26591395732743,1.99859454174219,1.07291097754339,0.019030941266716,2.7119575822108
"AFUB_001360-T",5.63199568730742,3.59634646968021,11.1856823545894,3.5567733776096,0.057092823800148,0.107050957192532
"AFUB_001370-T",22.8391427319539,20.714955665358,21.4687736258113,7.5397716641063,2.20758918693906,17.4493060223826
"AFUB_001400-T",77.0432117225038,72.8044379322062,67.1463295233707,87.817028641394,72.2033911659205,62.0895551716683
"AFUB_001410-T",89.2717990435635,114.205578491165,81.6200222530843,96.811843959977,135.271930523817,161.25442518435
"AFUB_001420-T",110.430677868807,116.464084074124,91.2584056076151,65.5945437366597,150.49668353719,95.1504591179618
"AFUB_001430-T",44.9315015053697,42.5951275868924,29.5437402823664,30.0709021925175,35.7591386401594,23.2657413631768
"AFUB_001440-T",257.873835682653,203.970386374383,165.432051422918,63.6838803519934,86.2291948794902,66.2823843283758
"AFUB_001450-T",6.92330961561272,7.46601527105611,6.55990305233122,1.83717633140992,4.49130213894497,0.0356836523975105
"AFUB_001460-T",28.0977464399923,16.64389146168,27.706322719797,24.8386240006621,12.7887925312332,28.725340179996
"AFUB_001470-T",871.15460363285,956.872712494874,855.317875376071,973.909219396374,1174.58969498171,1124.03505052158
"AFUB_001480-T",88.9295230625669,94.2386628915002,93.353706336861,99.707233858279,67.2172845540409,107.443477368904
"AFUB_001490-T",15.5113251387997,12.1412656816404,13.5066308546771,9.81787031505459,6.39439626561658,8.1358727466324
"AFUB_001500-T",35.2855420409205,65.6261303787245,30.0917420115538,127.264878829428,203.973628496662,200.542126474009
"AFUB_001510-T",147.007533838033,148.946285388276,116.321425868979,124.810411250664,162.638424065355,132.511243178155
"AFUB_001520-T",49.0543712764649,49.9460597709187,50.3033351998175,80.2037699240313,70.5857611582496,63.5882685723637
"AFUB_001530-T",17.549423025643,13.1194719213934,22.1134815425023,17.1371808193917,11.1140696997621,22.016813529264
"AFUB_001540-T",55.0442009439051,48.1766573078361,45.3390842412966,71.3412313013099,72.1272674008536,68.7267145176052
"AFUB_001550-T",109.481639921498,85.7800559948124,141.22326915117,108.084757929508,97.8570999934537,78.3256170125356
"AFUB_001560-T",518.548111209824,565.273738104335,516.20151119659,467.245382014821,414.455838906541,501.944096449582
"AFUB_001570-T",130.298242765745,123.613620855848,150.313650776513,299.048214521581,202.698555431792,158.060738294773
"AFUB_001580-T",62.0297425560627,71.2220454855469,80.5884895863786,122.649891884926,118.734042563041,106.390809623178
"AFUB_001590-T",55.6820789084897,50.2049967167357,40.8100111265421,50.3974211232368,65.5806236051033,91.1717318756393
"AFUB_001600-T",37.2147339338104,49.4425712651635,46.2577930225813,48.4279680959654,57.6637520381495,46.656375509745
"AFUB_001610-T",116.529413530201,113.24175763729,117.32072313985,100.574381086704,123.510808820987,121.538520065921
"AFUB_001620-T",88.4472250893445,82.600885715615,74.2703520028065,74.8392150363144,69.7674306837808,36.9325802314234
"AFUB_001630-T",22.8391427319539,29.6914364536798,22.8871310425315,29.6887695155843,31.4771768551483,29.9564261877101
"AFUB_001640-T",127.948984896177,138.042162892205,130.45664694243,134.598886744416,127.393120839397,152.172935649184
"AFUB_001650-T",1.24463993089667,1.32345550084232,2.96565641677873,3.67435266281983,3.10204342647471,7.70766891786227
"AFUB_001660-T",20.7232548494295,17.4638584567671,24.8857255842737,23.0896321331598,15.8337431339077,25.37107685463
"AFUB_001670-T",13.4109952554116,12.7310665026679,14.3931042401272,19.5622535768528,34.1224776912218,34.2741481278088
"AFUB_001680-T",12.0730073296977,13.090701149636,12.0238026462877,13.8596582441564,9.78190381109202,17.6990915891652
"AFUB_001690-T",131.169490717373,152.211767982745,169.461475902237,98.6049280594331,101.377824127796,79.0749737128833
"AFUB_001700-T",99.8979124535938,98.1946440081484,106.650807118613,148.179294186198,139.001995012094,118.451884133536
"AFUB_001710-T",59.4626726985883,61.7133054197124,52.6887544915743,42.5930960674075,66.3037993732385,67.3350520741023
"AFUB_001720-T",285.25591416238,351.147269299576,295.356814334078,304.515651283857,348.665874947504,380.99435664822
"AFUB_001730-T",29.5913143570683,28.7132302139268,24.0798406884099,21.1348765165397,32.0481050931497,33.7567351680449
"AFUB_001740-T",7.49895558365243,3.00654564865265,4.12613066682259,9.93544960026483,9.64868722222501,8.02882178943986
"AFUB_001750-T",364.928427738903,317.010748609371,408.390229827932,456.883707505669,359.722851823466,337.995555509219
"AFUB_001760-T",117.68070546628,129.238306734428,124.525334108872,131.336061579832,167.529375970901,167.731008094498
"AFUB_001770-T",45.8183074561336,48.9966243029232,58.3621841584554,64.2129871354394,73.7068355259911,65.3546093660405
"AFUB_001780-T",20.3031888727519,18.6722308705796,18.4064110215289,23.2806984716265,22.9132532851261,31.0447775858341
"AFUB_001790-T",605.766254367408,629.806579156277,634.279766138552,488.306771478105,565.846976683267,477.893314733659
"AFUB_001800-T",10.2060474333527,11.6521625617639,6.99508089609766,5.96714872441941,1.52247530133728,6.99399586991206
"AFUB_001810-T",1459.16918098585,1419.31971233811,1470.22416861806,2049.96544281914,1187.75910633828,1457.7485677431
"AFUB_001820-T",31.5516222482305,26.9725985226016,44.4687285537637,45.0769584674737,36.786809468562,38.3242426749263
"AFUB_001830-T",54.5307869724103,55.8440679811943,87.7608651595663,86.3472875762661,65.9231805479042,63.1065392649973
"AFUB_001840-T",75.1295778287501,79.7813500833858,71.0629301172687,60.8913723282503,57.9682470984169,48.7795528273969
"AFUB_001850-T",462.383734328112,495.878636625386,524.631067207325,297.622565688407,334.240421467333,389.701167833212
"AFUB_001860-T",44.6981315183266,38.6535318561229,52.140752762387,47.7371897953553,25.3492137672657,44.2120453205155
"AFUB_001870-T",188.842993515297,193.051878492434,181.420807756856,220.69631833961,376.184616019175,303.542989119423
"AFUB_001880-T",36.0323259994585,35.4743615769256,41.5353075328195,59.9654354572197,43.2763604405122,47.673359603074
"AFUB_001890-T",63.4610784765939,74.9910165857717,63.3425528148936,53.7778255730311,36.6155309971616,78.8608717984982
"AFUB_001900-T",205.987908563399,245.429068476856,241.152996238279,249.106413128533,110.398490288219,198.436790982556
"AFUB_001910-T",4.12286977109521,2.83392101810801,5.5122526877083,115.551042540358,140.486408430897,123.715222862169
"AFUB_001920-T",39.5484338042416,43.5301776690092,36.361526501374,39.4037579560799,39.4892031284357,41.7498733050873
"AFUB_001930-T",62.2475545439696,60.8357968811104,57.1372391167424,92.2262518367778,191.508361966963,126.730491489759
"AFUB_001940-T",77.5566256939986,94.0804236468343,86.7776855866125,111.406372736697,87.047525353959,103.875112129153
"AFUB_001950-T",1.89807589461742,1.95641247950603,2.33706619800498,50.0005910356523,41.7538851391749,33.5069496012624
"AFUB_001960-T",24.7683346248437,20.3409356325113,26.7231431468432,45.6795523041762,28.4702881350071,10.5266774572656
"AFUB_001970-T",3.73391979269,3.51003415440788,4.89978016685182,5.20288337055289,5.5950967324145,5.35254785962658
"AFUB_001980-T",0.482297973222459,0.0287707717574417,0.354589354180066,0.176368927815352,1.59859906640414,0.0178418261987552
"AFUB_001990-T",41.9599236703539,33.28778292336,42.0027207724205,37.5224893927161,29.0031544904752,27.6191469556731
"AFUB_002000-T",40.4663557532779,38.23635566564,43.8562560329072,17.0049041235302,15.8527740751744,23.0694812749905
"AFUB_002010-T",33.6208361333463,33.4747929397834,31.4778640324395,38.9187434045877,32.5809714486178,20.5181001285685
"AFUB_002020-T",17.5027490282344,20.614257964207,23.5801920529744,14.6680158299768,3.25429095660844,10.134157280893
"AFUB_002030-T",17.5338650265068,27.2890770119334,26.9810263135196,31.1732079913635,26.2246370655346,23.3727923203694
"AFUB_002040-T",66.8371642891511,59.1383213474214,114.000477368891,66.5792702502954,37.2245211176965,39.5196450302429
"AFUB_002050-T",4.29400776159351,2.6900671593208,3.15906879178604,6.52565032916803,6.96532450361805,1.64144801028548
"AFUB_002060-T",7.49895558365243,9.20664696238133,3.14295109386877,9.45043504877261,3.04495060267456,2.96174314899337
"AFUB_002070-T",7.87234756292143,5.23628045985438,5.18989872936278,6.83429595284489,5.42381826101406,2.51569749402449
"AFUB_002080-T",79.2835635981178,64.1300502473375,81.1203736176487,99.4132856452534,101.492009775396,102.804602557228
"AFUB_002090-T",3.04936783069684,6.80428752063496,6.31813758357208,13.1394851222437,5.32866355468048,14.1485681756129
"AFUB_002100-T",22.9169327276349,23.3762520529214,31.1393923761767,57.8637057340867,30.7730320282798,29.1357021825673
"AFUB_002110-T",2.30258387215884,2.94900410513777,2.35318389592226,0.338040444979425,0.019030941266716,0.0178418261987552
"AFUB_002120-T",191.705665356359,190.850914452989,224.261648820974,242.081050837222,172.40129693518,161.165216053356
"AFUB_002130-T",18.8562949530845,29.7202072254372,14.3769865422099,22.5605253497138,22.2091084582576,20.9819876097362
"AFUB_002140-T",75.9541517829692,74.0559665036549,96.4483043369779,126.309547137095,110.398490288219,76.5235925664613
"AFUB_002150-T",20.909950839064,27.001369294359,15.8114616568475,36.5377628790804,60.2709909916896,44.6045654968881
"AFUB_002160-T",157.213581271385,135.567876521065,137.451727838527,232.483641681937,171.411687989311,196.349297317302
"AFUB_002170-T",18.7318309599949,21.6356203615961,15.6341669797575,17.0636937661353,27.9945146033392,27.5477796508781
"AFUB_002180-T",19.9297968934829,22.3692750414109,19.4379436882345,20.1648474135552,15.3008767784397,13.0245331250913
"AFUB_002190-T",8.65024751973184,7.98388916269007,12.9425114275724,8.96542049728039,4.20583801994424,7.68982709166351
"AFUB_002200-T",146.867511845807,156.915789165087,180.614922860992,96.5325931576027,116.754824671303,106.0696567516
"AFUB_002210-T",75.5185278071553,87.0028137945036,94.0145319514693,39.4184553667312,37.3577377065635,38.6810791989014
"AFUB_002220-T",0.560087968903501,0,1.03153266670565,0.676080889958849,0,0
"AFUB_002230-T",1.120175937807,0.589800821027554,1.16047425004385,2.73371838113796,0,0
"AFUB_002240-T",45.8805394526784,66.5036389173264,46.3706169080023,54.5420909268976,42.1535349057759,71.0818355758409
"AFUB_002250-T",15.604673133617,18.8448555011243,14.8121643859764,21.1201791058884,18.3838892636477,14.5232465257868
"AFUB_002260-T",35.8767460080965,28.3679809528375,34.49187354297,45.4149989124531,22.3423250471246,38.6097118941064
"AFUB_002270-T",18.0939529954103,16.3705691299843,10.4926213441465,14.5504365447665,17.1088161987777,16.5572147124449
"AFUB_002280-T",5.28971970631084,9.49435467995575,8.18779054197607,7.87781210908572,13.2835970041678,18.8409684658855
"AFUB_002290-T",26.3241345384645,33.5611052550557,29.2213863240209,42.725372763269,101.75844295313,60.8049436853579
"AFUB_002300-T",30.4781203078322,34.8414045982619,37.4575299597488,22.5017357071087,6.08990120534912,3.12231958478217
"AFUB_002310-T",14.5156131940824,8.66000229898994,9.4933240732754,14.6092261873717,8.14524286215445,9.09933136136518
"AFUB_002320-T",12.3063773167408,17.1473799674352,16.0209917297721,25.6616789971337,41.411328196374,24.2648836303071
"AFUB_002330-T",31.956130225772,29.0297087032586,26.5297307718358,27.8221983628718,33.0757759215524,22.1060226602578
"AFUB_002340-T",43.7179775727455,46.7525041058427,36.5710565742986,173.840973183332,153.522603198598,151.441420775035
"AFUB_002350-T",218.138705888777,220.240257803216,168.800650287629,166.712729017461,270.1061493985,269.928988560968
"AFUB_002360-T",4.49626175036421,3.04970180628882,0.515766333352823,1.76368927815352,2.2646820107392,0
"AFUB_002370-T",10.3460694255786,13.551033497755,8.41343831281793,13.1688799435463,15.4911861911068,3.78246715413611
"AFUB_002380-T",12.2908193176046,9.98345779983226,11.6853309900249,16.1377568951047,21.3146542187219,21.3209823075125
"AFUB_002390-T",91.7610789053569,85.075172086755,130.472764640347,96.6501724428129,68.8539455029785,83.9636340913422
"AFUB_002400-T",71.9713040040998,74.7896211834696,54.2844065853846,63.9484337437164,91.0820849025028,81.2516765091314
"AFUB_002410-T",212.102202223928,221.664411005209,239.299460977793,269.668090629673,295.626641637166,256.904455435877
"AFUB_002420-T",5.92759767089538,7.22146371111786,4.33566073974717,3.74783971607623,2.35983671707278,6.1019045599743
"AFUB_002430-T",71.5045640300136,77.6810837450925,61.9564307940079,80.9974300992004,97.5906668157196,109.727231122345
"AFUB_002440-T",5.98982966744022,3.59634646968021,5.27048721894916,8.33343183927538,6.81307697348433,12.2216509461473
"AFUB_002450-T",157.991481228196,123.48415238294,160.516153558149,169.637513737066,120.199425040578,102.180138640271
"AFUB_002460-T",15.682463129298,15.2197382596866,18.8577065632126,17.4899186750224,15.9669597227747,12.6676966011162
"AFUB_002470-T",14.3133592053117,14.9608013138697,12.5718043754751,13.5510126204795,6.96532450361805,6.88694491271953
"AFUB_002480-T",16.2736670964739,12.4145880133361,12.9908645213242,15.6674397542638,10.0293060475593,7.42219969868218
"AFUB_002490-T",104.191920215187,89.0599239751607,93.5148833160337,108.305219089277,74.848692001994,83.4283793053796
"AFUB_002500-T",45.4915894742732,66.6331073902349,25.5949042926338,24.6328602515442,45.9406922178524,41.0005166047396
"AFUB_002510-T",164.572514862812,168.280244009276,123.445448348415,112.24412514382,147.88944458365,124.910625217486
"AFUB_002520-T",614.774335867273,678.314100339324,701.748449620268,307.043605915877,434.533481942926,461.193365411624
"AFUB_002530-T",220.659101748843,290.383399347859,208.949835799562,240.258571916463,357.972005226928,390.860886536131
"AFUB_002540-T",14.1733372130858,19.7511348114837,11.5241540108521,19.150726078617,41.2590806662403,26.7448974719341
