"","CEA10_Azole_1","CEA10_Azole_2","CEA10_Azole_3","CEA10_GMM_1","CEA10_GMM_2","CEA10_GMM_3"
"AFUB_000010-T",6.49313482156404,6.75109556335406,12.6270695937609,3.62473285370879,2.81202042824554,6.04407155349904
"AFUB_000020-T",19.3873032615494,15.971163218449,28.5433903118011,7.58186479007211,5.22909416713076,7.34424973651919
"AFUB_000030-T",6.61593642575438,11.7469062802361,13.2666462012597,2.6750211889816,2.38547800373639,2.93418589951843
"AFUB_000040-T",42.5814562529992,45.039451829805,38.0822185722109,13.1693350842171,13.4439853058256,14.8290592766081
"AFUB_000050-T",18.3434896259315,15.5468086401811,4.53185710456253,0.601484054327224,0.789893378720658,0.0351399508924363
"AFUB_000060-T",26.9242517187313,39.3106650231874,11.3296427614063,0.474855832363598,0.473936027232395,0.386539459816799
"AFUB_000080-T",0,0,0,0.284913499418158,0,0
"AFUB_000090-T",0.337704411523425,0,0,0,0,0
"AFUB_000100-T",1.30476704452233,0.0771553778669036,0,1.6936524687635,3.49132873394531,0.386539459816799
"AFUB_000110-T",187.671551603882,229.730137598705,216.048978013076,212.054786205837,192.291644115757,187.418928084809
"AFUB_000120-T",10.9139925724162,17.1092050419859,17.9629658620361,16.8890391043986,14.644623241481,19.8892122051189
"AFUB_000130-T",0,0,0,0.158285277454532,0,0
"AFUB_000140-T",1.10521443771303,0,0.548208520713209,0.63314110981813,0.315957351488263,1.61643774105207
"AFUB_000150-T",1.32011724504612,0,0,0.284913499418158,0.363350954211503,1.65157769194451
"AFUB_000160-T",1.1666152398082,0,3.10651495070818,0.569826998836317,0.695106173274179,0
"AFUB_000170-T",0.214902807333089,0,0,0,0.473936027232395,0.351399508924363
"AFUB_000180-T",0.0614008020951683,0,2.48521196056655,1.17131105316354,0.584521100253287,0.808218870526035
"AFUB_000190-T",1.18196544033199,0,2.70449536885183,2.23182241210891,1.8009569034831,1.37045808480502
"AFUB_000200-T",1.62712125552196,0,0.0365472347142139,0.601484054327224,0.252765881190611,0
"AFUB_000210-T",0.583307619904099,0,0,0.0949711664727195,0.0315957351488263,0
"AFUB_000220-T",0,0,1.00504895464088,0,0,0.773078919633599
"AFUB_000230-T",5.28046898018447,4.35927884948005,0.146188938856856,1.26628221963626,0.505531762381221,0
"AFUB_000240-T",12.402962023224,14.9488544617126,16.6838126470387,10.6051135894537,14.4076552278648,10.0324559797906
"AFUB_000250-T",0.0460506015713762,2.19892826920675,0.0730944694284279,0.886397553745382,0.458138159657982,1.5461578392672
"AFUB_000260-T",5.95587780323132,0.192888444667259,3.65472347142139,24.1859903950526,12.006379356554,13.3883212900182
"AFUB_000270-T",37.6386916843381,39.194931956387,10.0322159290517,24.3601042002526,16.7773353640268,20.2054717631509
