"","AF293_GMM_1","AF293_GMM_2","AF293_GMM_3","CEA10_GMM_1","CEA10_GMM_2","CEA10_GMM_3"
"AFUB_000010-T",0,0,0.1114281910412,3.69764612334293,2.85570578513662,6.1301108612302
"AFUB_000020-T",0.0741539992108915,0.0356974995864197,0.204285016908866,7.73437769904482,5.31032929707989,7.44879749998321
"AFUB_000030-T",0.0741539992108915,0.0356974995864197,0.129999556214733,2.72883054517448,2.4225369300878,2.97595498205071
"AFUB_000040-T",0.0741539992108915,0.142789998345679,0.297141842776533,13.4342426839359,13.6528405795015,15.0401557176694
"AFUB_000050-T",0.0370769996054458,0,0,0.613583199506688,0.80216454638669,0.035640179425757
"AFUB_000060-T",0,0.0356974995864197,0.0371427303470666,0.484407789084227,0.481298727832014,0.392041973683327
"AFUB_000080-T",0,0,0,0.290644673450536,0,0
"AFUB_000100-T",0,0,0.0371427303470666,1.72772111440041,3.54556729502917,0.392041973683327
"AFUB_000110-T",0.278077497040843,0.464067494623456,1.93142197804746,216.320371678713,195.278937172376,190.086896967275
"AFUB_000120-T",0,0.0178487497932099,0.129999556214733,17.2287703650957,14.8721306900092,20.1723415549784
"AFUB_000130-T",0,0,0,0.161469263028076,0,0
"AFUB_000140-T",0,0,0,0.645877052112303,0.320865818554676,1.63944825358482
"AFUB_000150-T",0,0,0,0.290644673450536,0.368995691337877,1.67508843301058
"AFUB_000160-T",0.444923995265349,0,0,0.581289346901072,0.705904800820287,0
"AFUB_000170-T",0,0,0,0,0.481298727832014,0.35640179425757
"AFUB_000180-T",0.926924990136144,0.214184997518518,0.297141842776533,1.19487254640776,0.59360176432615,0.81972412679241
"AFUB_000190-T",0.407846995659903,3.12353121381173,4.12284306852439,2.27671660869587,1.82893516576165,1.38996699760452
"AFUB_000200-T",1.03815598895248,1.28510998511111,0.594283685553066,0.613583199506688,0.256692654843741,0
"AFUB_000210-T",1.74261898145595,0.856739990074073,0.854282797982532,0.0968815578168454,0.0320865818554676,0
"AFUB_000220-T",0.556154994081686,1.14231998676543,0.371427303470666,0,0,0.784083947366653
"AFUB_000230-T",0,1.46359748304321,1.07713918006493,1.29175410422461,0.513385309687481,0
"AFUB_000240-T",11.0489458824228,8.08548365632407,14.3928080094883,10.8184406228811,14.6314813260932,10.1752712260536
"AFUB_000250-T",1.33477198579605,0.374823745657407,1.63428013527093,0.904227872957224,0.46525543690428,1.56816789473331
"AFUB_000260-T",17.1851893171241,19.0624647791481,33.6141709640953,24.67250339069,12.1929011050777,13.5789083612134
"AFUB_000270-T",104.056599392684,134.436783442457,121.493870965255,24.8501195800208,17.0379749652533,20.4931031698103
"AFUB_000280-T",24.0444342441316,32.0742033783981,20.0756457525895,31.1635677644186,23.1825553905753,33.1631869556669
"AFUB_000290-T",38.3932330914391,40.9271832758302,38.6284395609493,63.3443918859141,67.0930426597827,57.5767098623104
"AFUB_000300-T",116.310547762283,130.813487234435,129.08955932123,213.65612883875,232.162463015236,232.926392637035
"AFUB_000310-T",82.4592471225114,74.1258578912006,75.84545536871,46.0994745945156,46.2046778718733,35.0699365549449
"AFUB_000320-T",3.13300646666017,3.67684245740123,8.59854207534592,4.24664161763839,4.5562946234764,4.06298045453629
"AFUB_000330-T",2.85492896961932,1.89196747808025,0.817140067635465,1.67928033549199,3.24074476740223,2.20969112439693
"AFUB_000340-T",13.1623348599332,11.4945948668271,16.3985154482299,10.23715127598,10.1072732844723,7.57353812797335
"AFUB_000350-T",6.93339892621836,7.46077741356172,10.0471085588815,8.70319327721328,6.44940295294898,8.17942117821122
"AFUB_000360-T",2.22461997632675,1.92766497766667,2.0057074387416,5.13472256429281,2.470666802871,2.72647372607041
"AFUB_000370-T",1.11230998816337,0.0356974995864197,1.48570921388266,0.226056968239306,0.641731637109352,0.552422781099233
"AFUB_000380-T",82.755863119355,173.596940488759,75.6411703518012,22.6702845291418,15.0325635992866,18.6576339293838
"AFUB_000390-T",79.2335481568376,85.049292764645,59.4655112856536,31.8417386691365,28.1720188691005,30.3297926913192
"AFUB_000400-T",49.571948472481,46.0497744664814,39.0741523251141,32.9235827314246,33.7871706938074,33.6799695573403
"AFUB_000410-T",158.040710818213,176.631227953605,148.868063231043,227.477897753953,235.114428545939,257.714137427649
"AFUB_000420-T",189.463467983828,234.532572282778,182.129378256841,206.939007496782,166.320797047816,195.522024329703
"AFUB_000430-T",191.92908845759,175.38181546808,174.236548058089,185.834974819012,162.149541406605,198.729640478021
"AFUB_000440-T",118.238551741767,125.119736050401,134.530969317075,117.291272663594,110.891226892496,119.554981883702
"AFUB_000450-T",123.373716187121,158.08637691846,113.712468957544,92.6510631255098,96.3880918938246,93.2525294674931
"AFUB_000460-T",45.5490940152901,49.9943481707808,35.1555942734985,60.1150066253526,50.0069378217462,58.1469527331225
"AFUB_000470-T",100.163514434112,114.945948668272,101.659652959921,31.6802694061084,28.6051877241493,36.4242633731236
"AFUB_000480-T",3.077390967252,3.24847246236419,1.4485664835356,1.25946025161899,0.609645055253884,1.24740627990149
"AFUB_000490-T",0.797155491517084,0.356974995864197,1.20713873627966,0.161469263028076,0.224606072988273,1.21176610047574
"AFUB_000500-T",188.462388994481,194.908347741852,176.725110991343,199.059307461012,205.674989693547,232.944212726748
"AFUB_000510-T",104.742523885384,82.586165293182,91.3154025582633,87.2418428140693,104.538083685113,87.8530422844909
"AFUB_000520-T",23.08043225439,19.2409522770802,23.4556342141726,24.0912140437889,18.7866936763763,17.5349682774724
"AFUB_000530-T",45.7715560129228,44.3362944863333,47.6541230352865,65.0721130003145,60.7398994524001,56.2045629544187
"AFUB_000540-T",90.6532640353149,61.4532455380215,72.9483224016388,108.345875491839,106.33493226902,95.2661996050484
"AFUB_000550-T",64.5510563130811,64.6303230012129,55.788380981294,113.238394161589,125.298102145601,128.536307098992
"AFUB_000560-T",36.2242286145205,38.785333300645,27.6341913782176,32.471468794946,24.947317392626,34.3749530561426
"AFUB_000570-T",84.7024055986409,90.5110102013672,86.0597062141533,111.413791489372,109.976759309615,103.516901142111
"AFUB_000580-T",95.0283499887575,84.031914026432,96.5896702675467,131.936534820241,115.447521515972,141.776633755661
"AFUB_000590-T",16.6661113226479,21.4720460012315,17.4013691676007,23.3000146549513,26.3109971214834,25.9638707116639
"AFUB_000600-T",20.0401182867434,21.5077435008179,14.3742366443148,17.4386804070322,18.0968321664837,14.9688753588179
"AFUB_000610-T",16.8514963206751,14.5110335818796,23.3070632927843,27.7404193882234,26.6799928128213,25.7678497248223
"AFUB_000620-T",149.123692413103,110.32312247183,102.848220331027,135.698768648795,160.577298895688,139.923344425522
"AFUB_000630-T",744.042689582283,761.927431172543,753.124571882296,411.262212932509,353.353482683337,405.763442762243
"AFUB_000640-T",8.02717041457901,5.89008743175925,6.83426238386026,4.63416784890577,5.87184447955057,5.07872556817037
"AFUB_000650-T",79.7155491517084,60.6143542977407,69.0854784455439,53.9953215565885,48.5790849291779,58.663735334796
"AFUB_000660-T",132.921043585523,117.926689883738,110.871050085994,242.865918520529,172.882503037259,219.882086967208
"AFUB_000670-T",2.29877397553764,3.74823745657407,1.80142242183273,3.37470759728678,2.56692654843741,2.29879157296132
"AFUB_000690-T",18.8351157995665,17.099102301895,26.464195372285,18.8434629953764,18.4497845668939,19.1031361722057
"AFUB_000700-T",7.43393842089188,10.9948298726173,12.6656710483497,11.9002846851692,7.73286622716769,13.5432681817876
"AFUB_000710-T",19.3541937940427,29.1470084123117,23.4184914838255,13.8863566204145,13.4121912155854,17.6418888157497
"AFUB_000720-T",42.3975490488272,51.797071899895,38.9998668644199,19.3763115633691,15.6261653636127,16.1806414592937
"AFUB_000730-T",12.9398728623006,8.63879489991357,18.0513669486744,6.11968506876407,9.4976282292184,5.8806296052499
"AFUB_000740-T",10.1590978918921,12.9581923498704,7.37283197389272,5.48995494295457,2.00541136596672,3.74221883970448
"AFUB_000750-T",28.8829826926423,12.8510998511111,29.4541851652238,120.149278619191,86.3449917730633,105.566211459092
"AFUB_000760-T",27.3999027084244,25.3095272067716,31.4227498736184,70.9334472482336,54.8038818091386,54.6720352391112
"AFUB_000770-T",257.518300759624,232.194386059867,258.773402328013,408.937055544904,378.958575004,385.020858336452
"AFUB_000780-T",28.2526736993497,34.3409946021358,30.8656089184124,45.9057114788819,35.134807131737,48.9339663515643
"AFUB_000790-T",32.312605156146,36.7327270744259,34.0413123630865,30.3400745229754,31.7657160369129,31.6128391506464
"AFUB_000800-T",108.376069846718,96.6331313804382,142.256657229265,233.161615812541,205.049301347366,218.153538265058
"AFUB_000810-T",146.361455942497,130.1173859925,148.58949275344,253.103069796509,226.932350172794,214.233118528225
